doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,umap1,umap2,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2
A06786.txt,3489,prices,"These moneys are made over at several places as followeth.

ll ss d The manner how exchange giveth profit. 300 ll are made over at thirty five shillings Flemish for the pound, is 525 0 0 500 ll are made over at thirty four shillings ten pence, is Flemish 870 16 8 300 ll at thirty four shillings six pence, is 517 10 0 200 ll made over at thirty four shillings eight pence, is Flemish 346 13 4 1000 ll at several prices one with another, at thirty five shillings 1750 0 0 So the 2300 ll sterling paid at Amsterdam, is Flem. 4010 0 0

These moneys have been made over, or returned again by Exchange at several prices, and the account cleared, as followeth.

ll ss d 300 ll were made over from Amsterdam, at thirty four shillings two pence, is 512 10 0 500 ll were made over at thirty three shillings six pence for the pound sterling 837 10 0 500 ll at thirty three shillings nine pence, paid at Amsterdam for the pound 843 15 0 500 ll at thirty three shillings eight pence in like manner, is 841 13 4 The Factor taketh for his salary, and paid to Brokers 21 4 8 And maketh over 500 ll more, and gave thirty three shillings ten pence for the pound 845 16 8 More at the same price of thirty three shillings ten pence, he made over the just remainder in his hands, being 107 ll 10 ss 4 d, and sendeth a particular bill of Exchange of 63 ll 11 ss for it 107 10 4 4010 0 0

Gain by exchange to profit and loss.",413,419,0,10.691497,7.279318,11.4817705,12.318476,12.47739
A06786.txt,3489,prices,"These moneys are made over at several places as followeth.

ll ss d The manner how exchange giveth profit. 300 ll are made over at thirty five shillings Flemish for the pound, is 525 0 0 500 ll are made over at thirty four shillings ten pence, is Flemish 870 16 8 300 ll at thirty four shillings six pence, is 517 10 0 200 ll made over at thirty four shillings eight pence, is Flemish 346 13 4 1000 ll at several prices one with another, at thirty five shillings 1750 0 0 So the 2300 ll sterling paid at Amsterdam, is Flem. 4010 0 0

These moneys have been made over, or returned again by Exchange at several prices, and the account cleared, as followeth.

ll ss d 300 ll were made over from Amsterdam, at thirty four shillings two pence, is 512 10 0 500 ll were made over at thirty three shillings six pence for the pound sterling 837 10 0 500 ll at thirty three shillings nine pence, paid at Amsterdam for the pound 843 15 0 500 ll at thirty three shillings eight pence in like manner, is 841 13 4 The Factor taketh for his salary, and paid to Brokers 21 4 8 And maketh over 500 ll more, and gave thirty three shillings ten pence for the pound 845 16 8 More at the same price of thirty three shillings ten pence, he made over the just remainder in his hands, being 107 ll 10 ss 4 d, and sendeth a particular bill of Exchange of 63 ll 11 ss for it 107 10 4 4010 0 0

Gain by exchange to profit and loss.",609,615,0,10.668266,7.2661853,11.166603,12.149744,12.299891
A06786.txt,3764,prices,"B. calleth unto him a Broker of Exchanges, and telleth him, that he hath occasion to take up one thousand ducats for Venice, and that he is to make over the said money for Antuerpe, and will know the price for both places: the Broker answereth, that he will effect the same, and that the price of Venice is fifty and six pence for the ducat, and for Antuerpe thirty and three shillings Flemish for the pound sterling: and presently after he cometh to A.B. the Merchant again, and telleth him, that C.D. the Merchant is contented to deliver him the thousand ducats for Venice, and to take up the same for him again for Antuerpe either at the same prices, or thereabouts.",646,652,0,10.596363,7.1160936,10.29243,11.568828,11.76564
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",92,98,0,10.694985,7.288759,12.1404505,12.910049,13.029501
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",374,380,0,10.685144,7.2982707,10.756811,11.786086,11.94354
A06786.txt,3785,prices,"Ten thousand Ducats were taken up at Antuerp for Venice, at Usance of two months at several prices of 113 ½ pence, 114 pence, and 115 ½ pence for the Ducat, being the Medium or one with another at 115 pence, made Flemish money R. 4791 13 4 These R. 4791 — 13 — 4, Example of Exchanges and Rechanges of moneys. were made over for London at Usance being one month, at diverse prices, whereof the Medium was 32 shillings four pence, and made 2875 ll 0 ss 0 d These R. 2875 sterling being received, and Factoridge, Brokeridge, and port of letters deducted, remained 2860 ll, which were made over for Antuerp again at several prices, and the Medium was 34 ss 2 ½ d. 4894 ll 15 10 The ten thousand Ducats at Venice were taken up for Frankford, at 130 Florins of 65 Creutzers, for 100 Ducats, whereunto Factoridge and Brokeridge added, it amounted to 13130 Dollars or Florins of sixty five Creutzers, and with Brokeridge and Factoridge at Frankford was Florins 13260 Flo. 0 ss 0 d The 4894 — 15 — 10 Flemish, received in Antuerp, were made over for Madrill in Spain at diverse prices, whereof the Medium was 106 pence for a Ducat of 375 Maluedeis to be paid in Bank at four months time, with five upon the thousand, and made Ducats 11132 Duc. 12 ss 6 d These 11132 Ducats, twelve shillings six pence of a Ducat, were made over from Madrill to Lixborne in Portugal, and deducting Factoridge and Brokeridge there remained 11010 Ducats of 440 Reas for every Ducat of 375 Maluedeis, or 11 Rials, is 4844 U 620 Vlas and Ducats 12111 Duc. 11 ss 0 d These 12111 Ducats or Crusats of Lixborne made over to Antuerp, Factoridge and Brokeridge deducted, remained 11990 Ducats, at 98 pence Flemish every Ducat or Crusat, was Flemish R. 4895 18 4 The 13260 Florins of Frankford, taken up for Antuerp at 81 pence R. 4530 10 0 R. 365 8 4 These moneys paid Brokeridge and Factoridge for Venice, and delivered for London, and for Madrill 38 — 2 — 4, which must be deducted R. 38 2 4 So there was advanced by industry with other men's moneys R. 327 6 0

WE have in the First Part of this Book made a description of Banks and Bankers, in regard of the payments and Exchanges made in Banks, for commodities bought and sold; and having in the precedent Chapters declared the four manner of Exchanges, and the merchandizing Exchange by denomination of it, to be the canker of England's Commonwealth; let us now entreat of the Feats of Bankers.",621,627,0,10.69569,7.3053083,11.244344,12.273218,12.412858
A06786.txt,3859,prices,"Moneys ▪

11 The attendance of Searchers, Waiters, and other Officers.

12 The strict information in the Exchequer and other Courts.

13 The swearing of the Masters of Ships, for exportation of monies.

14 The reformation of the overheavinesse of our pound weight Troy in the Tower.

15 The overrichnesse of our sterling standard of moneys.

16 The alteration of the proportion between Gold and Silver.

17 The making of more prices out of the pound Troy by the Sheyre.

18 The enhancing of Silver and Gold Coins in price.

19 The embasing of moneys by Alloy or Copper.

20 The use of many standards of money, and reduced to two again.

21 The increasing of coinage money to hinder the exportation.

22 The prohibition to cull out heavy pieces to melt or transport.

23 The banishing of light Spanish money, and Gold to be melted.

24 The giving more for Bullion in the Mint.

25 The prohibition for Goldsmiths to buy Gold or Bullion.

26 The making of the principal foreign Coin currant in England.

27 The binding of Merchants to bring in Bullion.

28 The prohibition to pay Gold unto Merchant strangers.

29 The prohibition to take gains upon Coins.

30 The Bullion in the Mint to be delivered by weight, to restore by tale.

31 The enhancing of Gold and undervaluing of Silver.

32 The punishment of transporters in the Star-chamber by Fines.

33 Exchange.",426,432,0,10.37705,6.236502,10.586334,11.256645,11.4557495
A06789.txt,255,prices,"It causeth all Chapmen to give poor and faint prices for Wool, because when it is indraped, it may not more freely be exported to the best advantage.",46,52,0,10.485102,6.8465667,8.331391,9.315,9.527709
A06789.txt,349,prices,"To make over their moneys from beyond the Seas, at a low price of exchange, in giving less money there, to have the same paid here by Bill of exchange in Starlin money, receiving the moneys there at such prices, as they cannot import them, but to their exceeding loss: whereby it cometh to pass, that the exportation of our moneys, giveth an exceeding gain on the contrary, and our Cloth is thereby more undersold as afore said.",204,210,0,10.54332,7.063774,8.770338,10.165233,10.383069
A06789.txt,376,prices,"The making of more prices out of the pound Troy.

18.",19,25,0,10.304873,6.3149815,9.100783,9.850843,10.040035
A06791.txt,146,prices,"But the merchandizing exchange which thus overruleth the course of commodities & money, is intolerable: for we shall find in effect, that one sum of money, of one sort and kind of coin, hath two prices, & two valuations, at one time, exchanged for one distance of time; differing only by the diversity of place & country: whereby private men alter as it were the valuation of coins, which is rated & valued in all countries by the Prince or governor of the same, as a matter concerning their dignity and sovereignty: & so consequently of too high presumption for subjects to step into '.",195,201,0,10.394571,6.3798013,8.810844,9.9468155,10.184048
A07886.txt,71,prices,"And now (omitting much matter which might be written touching the discoveries of other Trades from one Kingdom or port to another, in the Indies: Our stock may be much increased by Trade from Port to Porte in the Indies. with the commodities thereof, whereby the employment of our ships, together with the stock of money and goods which is sent out of England in them, may be much increased) I will draw to a conclusion of the point in hand; and show, The moneys sent to the Indies is all foreign Coin - that whatsoever Sums of foreign ready monies are yearly sent from hence into the East-Indies, His Majesty in the letters Patents granted to that Company, hath notwithstanding with singular Care provided, The East-India Company are obliged. that the brethren of the Company, shall yearly bring in as much silver, as they send forth; to bring in as much money as they carry out of the Realm. which hath been always truly performed, with an overplus, to the increase of this Kingdom's treasure: Neither is it likely, that the money which is thus contracted for, by the Company at certain prices, and to be delivered them at times appointed, would be otherwise brought into England, but only by virtue and performance of the said contracts; for, without this assurance of Vent, together with a good price for the said monies, the Merchants would undoubtedly make their returns in other wares; Tobacco, Raisins, Oils, and Wines, whereof there is no want, but rather too much Smoke. the use and extraordinary consume whereof, would be found less profitable to the Commonwealth, when the matter should be duly considered, as I shall yet further endeavour to demonstrate.",1089,1095,0,10.578672,7.077552,9.25338,10.602261,10.809511
A07886.txt,72,prices,"And here I will suppose, That the East-India Company may ship out yearly 100000. l starling (more or less) as occasion may be offered; yet it is most certain, that the Trade being thus driven, with such sums of ready moneys, it will not decay but rather much increase the treasure of the kingdom: which to prove, I will briefly set down, the substance of the English Trade unto the East-Indies, concerning the quantity of the several sorts of wares, to be yearly bought there and sold here: with the usual prices given for them in both places.",506,512,0,10.512188,6.8629465,7.991677,9.194327,9.380387
A07886.txt,74,prices,"In the East-Indies. l. s. d. 2500000. ll. of Pepper at 2. d. ob. the pound 26041 13 04 A propotion of such Trade as is hoped yearly to be brought into this Realm from East-India. 150000. of Cloves at 9 d. the pound. 5626 00 00 150000. of Nutmegs at 4. d. the pound. 2500 00 00 50000. of Mace at 8. d. the pound. 1666 13 04 200000. of Indigo at 14. d. the pound. 11666 13 04 107140. of China Raw silks at 7. s. the pound. 37499 00 00 50000. of Calicoes of several sorts, rated at 7. s. the piece one with another. 15000 00 00 100000 00 00

All the said Merchandise have been often experienced, or bought at or about the prices above written; and we do hope for our parts (besides the Trade of Raw-silkes from Persia) yearly, to lad from the Indies, such quantity of the several sorts of wares as are here set down (if it shall please his Majesty, to protect and defend us concerning the Articles of agreement made with the dutch, that they may not violate any of them to our hindrance or damage) all which wares in England will yield (as I do conceive) the prizes hereafter following, Viz.",619,625,0,10.470842,6.823742,8.697907,9.829884,10.026018
A07886.txt,177,prices,"For, it is an undoubted truth, that in those days we often paid 6. shillings or more for a pound of Pepper, and seldom or never less then three shillings and six pence the pound; whereas since the Trade hath come directly from the Indies, it hath been bought commonly at several prices between 16. pence and two shillings the pound; but I will make the difference of price appear more plainly by setting down the quantities of Spices and Indigo, which are yearly spent in the Realm of England, together with the lowest prices, which they were wont to sell at, when we brought them from Turkey and Lixborne; and the like concerning their usual prices now that we bring them from the East Indies directly; And first as from Turkey.",279,285,0,10.639295,7.191093,9.483983,10.581254,10.733826
A07886.txt,177,prices,"For, it is an undoubted truth, that in those days we often paid 6. shillings or more for a pound of Pepper, and seldom or never less then three shillings and six pence the pound; whereas since the Trade hath come directly from the Indies, it hath been bought commonly at several prices between 16. pence and two shillings the pound; but I will make the difference of price appear more plainly by setting down the quantities of Spices and Indigo, which are yearly spent in the Realm of England, together with the lowest prices, which they were wont to sell at, when we brought them from Turkey and Lixborne; and the like concerning their usual prices now that we bring them from the East Indies directly; And first as from Turkey.",519,525,0,10.633491,6.916067,8.49864,9.308812,9.499372
A07886.txt,177,prices,"For, it is an undoubted truth, that in those days we often paid 6. shillings or more for a pound of Pepper, and seldom or never less then three shillings and six pence the pound; whereas since the Trade hath come directly from the Indies, it hath been bought commonly at several prices between 16. pence and two shillings the pound; but I will make the difference of price appear more plainly by setting down the quantities of Spices and Indigo, which are yearly spent in the Realm of England, together with the lowest prices, which they were wont to sell at, when we brought them from Turkey and Lixborne; and the like concerning their usual prices now that we bring them from the East Indies directly; And first as from Turkey.",643,649,0,10.66719,6.7132688,8.562502,8.991241,9.186158
A07886.txt,178,prices,"Prices of spice and Indigo in former times. 400000. ll. of Pepper at 3.s. 6.d. the ll. 70000.l. 00.s. 00d 40000. of Cloves at 8.s. the ll. 16000 00 00. 20000. of Maces at 9.s. the ll 9000 00 00. 160000. of Nutmegs at 4. s. 6d the ll. 36000 00 00 150000. of Indigo at 7.s. the pound. 52500 00 00. 183500 00 00

And the self same quantity and sorts of wares are commonly sold at the prices here under written now in these later times.",0,6,0,10.536326,6.2834344,9.814168,10.206546,10.372945
A07886.txt,178,prices,"Prices of spice and Indigo in former times. 400000. ll. of Pepper at 3.s. 6.d. the ll. 70000.l. 00.s. 00d 40000. of Cloves at 8.s. the ll. 16000 00 00. 20000. of Maces at 9.s. the ll 9000 00 00. 160000. of Nutmegs at 4. s. 6d the ll. 36000 00 00 150000. of Indigo at 7.s. the pound. 52500 00 00. 183500 00 00

And the self same quantity and sorts of wares are commonly sold at the prices here under written now in these later times.",381,387,0,10.545556,6.648397,9.712941,10.298378,10.462323
A07886.txt,179,prices,"Prices of spice and Indigo in these later times. 400000. ll. of Pepper at 20d. the ll. 33333.l. 06. s. 08. ᵈ 40000. of Cloves at 6d. the ll. 12000 00 00. 20000. of Maces at 6.s. the ll. 6000 00 00. 160000. of nutmegs at 2.s. 6d the ll. 20000 00 00 150000. of Indigo at 5.s. pound. 37000 00 00. 108333. 06 08

So that this Trade in Spice and Indigo only, doth save the Kingdom yearly 74966.l. 13.s. 04.d. which is a matter worthy to be observed; and so much the rather, because it is a certain truth, Less than 18. thousand pounds sterling in the Indies, will buy Spice and Indigo to serve this Realm for a year, which is not halt so much money as it spendeth beyond the seas to buy Currans only, or to buy Tobacco. that less than a quarter part of this sum of money which is thus saved yearly, shall buy in the Indies the full quantity of all the several sorts of wares before written, which do serve for a years provision for this Realm of England; but still, it must be remembered, that the custom, impost, wages, victuals, shipping, and other charges (which are to be added) will be a greater sum, than the money which is paid for these wares in the Indies; but as I have noted before, the said charges do not consume the Kingdom's stock, although it doth greatly abate the Merchant's gain.",0,6,0,10.465203,6.1992946,9.929472,10.373857,10.567688
