context,market_exchange_hits,valuation_hits,lexical_overlap_score,p_market_exchange,p_valuation,model_ambiguity,close_reading_score
"And on the contrary, by exchange we find that plenty of money maketh a Low exchange; and the price of monies to fall in exchange: and that Scarcity of money maketh a high exchange, and the price to rise, overruling both the price of moneys and Commodities, which being observed by the great exchangers or Bankerers; caused them to invent all the means to compass the same, and to rule the course thereof at their pleasure, having the main sea of exchanges, wherein the exchange of England runneth like a River or Branch, and is overruled by the general Currant; which may be prevented: for we have the head of exchange of 20. shillings Starlin for the places where most of our Commodities are sold, which will command all the parts & members of the body of Traffic, and procure plenty of money, whereby the other causes of the want of monies in England (as the waste of the treasure and the like:) will not be so sensible as ●…ow they are, especially when needful Commodities of Trade, shall be imported from some pla●…es, which shall supply (as in times past) the exportation of much money, when the Commodities of Russia, being Tallow, Wax, Hides, retransported Commodities of other countries, used to provide Wines, Raisins, etc.","shillings, sold","commodities, money, rise",5,0.48892798029586615,0.5110720197041339,0.9778559605917323,6.955711921183465
"And on the contrary, by exchange we find that plenty of money maketh a Low exchange; and the price of monies to fall in exchange: and that Scarcity of money maketh a high exchange, and the price to rise, overruling both the price of moneys and Commodities, which being observed by the great exchangers or Bankerers; caused them to invent all the means to compass the same, and to rule the course thereof at their pleasure, having the main sea of exchanges, wherein the exchange of England runneth like a River or Branch, and is overruled by the general Currant; which may be prevented: for we have the head of exchange of 20. shillings Starlin for the places where most of our Commodities are sold, which will command all the parts & members of the body of Traffic, and procure plenty of money, whereby the other causes of the want of monies in England (as the waste of the treasure and the like:) will not be so sensible as ●…ow they are, especially when needful Commodities of Trade, shall be imported from some pla●…es, which shall supply (as in times past) the exportation of much money, when the Commodities of Russia, being Tallow, Wax, Hides, retransported Commodities of other countries, used to provide Wines, Raisins, etc.","shillings, sold","commodities, money, rise",5,0.48892798029586615,0.5110720197041339,0.9778559605917323,6.955711921183465
"And on the contrary, by exchange we find that plenty of money maketh a Low exchange; and the price of monies to fall in exchange: and that Scarcity of money maketh a high exchange, and the price to rise, overruling both the price of moneys and Commodities, which being observed by the great exchangers or Bankerers; caused them to invent all the means to compass the same, and to rule the course thereof at their pleasure, having the main sea of exchanges, wherein the exchange of England runneth like a River or Branch, and is overruled by the general Currant; which may be prevented: for we have the head of exchange of 20. shillings Starlin for the places where most of our Commodities are sold, which will command all the parts & members of the body of Traffic, and procure plenty of money, whereby the other causes of the want of monies in England (as the waste of the treasure and the like:) will not be so sensible as ●…ow they are, especially when needful Commodities of Trade, shall be imported from some pla●…es, which shall supply (as in times past) the exportation of much money, when the Commodities of Russia, being Tallow, Wax, Hides, retransported Commodities of other countries, used to provide Wines, Raisins, etc.","shillings, sold","commodities, money, rise",5,0.48892798029586615,0.5110720197041339,0.9778559605917323,6.955711921183465
"But when Tobacco is imported, Hindrances by Tobacco etc. and leaveth nothing but smoke, which is not only bought at dear rates, and doth hinder importation of Bullion or Ryals of Plate; but is also the cause that our home commodities, as Cloth, Bays, Perpetuanoes, and Says, are sold to loss by the buyers of Tobacco; which causeth the price of our commodities to be abated, and the realm to lose above forty thousand pounds yearly by this negotiation of barter: Statesmen therefore might in this particular, take some course that every man should not make employment in Tobacco in Spain, or beyond the seas, but that the licenced buyers thereof should make over so much money by exchange as were needful for a competent quantity, to be proved by good and true certificate that the same hath been performed accordingly.","pounds, sold","commodities, home, money",5,0.5113054095438913,0.48869459045610875,0.9773891809122175,6.9547783618244345
"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.","pence, shilling, sold","commodities, raise",5,0.4843010133578932,0.5156989866421068,0.9686020267157864,6.937204053431573
"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.","pence, shilling, sold","commodities, raise",5,0.4843010133578932,0.5156989866421068,0.9686020267157864,6.937204053431573
"English shilling 1 Flemish six stivers 1 Ten groats silver with the Emperors florin four pence. 3

All these coins are not answered in standard for weight and fineness, but are altered and enhanced by valuation to double and more, as you may find by the valuations heretofore declared: by means whereof inequality crept in by the rising and falling of the price of Exchange, wherein our Merchants have followed the advice of others, and lost the rule of Exchange, England lost the rule of Exchange. and do observe to raise the price here, when it is risen beyond the seas, and we fall in price, as they do fall; and so the public measure of Exchange between them and us is falsified and untrue, whereby our commodities are sold, and also foreign commodities are bought.","pence, shilling, sold","commodities, raise",5,0.4843010133578932,0.5156989866421068,0.9686020267157864,6.937204053431573
"But if we sell our Commodities dearer, and buy our victuals dearer than heretofore; and that over and above the price thereof, we must pay far dearer for the foreign Commodities, then proportionably the price of our Commodities is risen: this causeth us to be aloser in particular, and bringeth by an overbalancing of foreign Commodities with our home Commodities, a general loss to the Commonwealth: which to supply, causeth us to make up the inequality with money, which is the treasure of the realm.","pay, sell","commodities, home, money",5,0.48182985563973335,0.5181701443602666,0.9636597112794667,6.927319422558933
"But if we sell our Commodities dearer, and buy our victuals dearer than heretofore; and that over and above the price thereof, we must pay far dearer for the foreign Commodities, then proportionably the price of our Commodities is risen: this causeth us to be aloser in particular, and bringeth by an overbalancing of foreign Commodities with our home Commodities, a general loss to the Commonwealth: which to supply, causeth us to make up the inequality with money, which is the treasure of the realm.","pay, sell","commodities, home, money",5,0.48182985563973335,0.5181701443602666,0.9636597112794667,6.927319422558933
"Buying and selling, say they, is done two manner of ways, First that the thing be so bought, that all power of pretence be avoided, which is giving a thing at a certain price for the thing: and secondly, that the thing sold be as a gift for that price, which in substance may be said to be a plain, absolute, and lawful bargain, sold (as we say) in open market or shop, Selling in open market or shop. in so much that there be not a curtain to hide the commodity so bought and sold: howbeit in all fairs and markets in the parts beyond the seas, a Tradesman's shop, and a Merchant's warehouse is taken to be public and open at the appointed times.","selling, sold","commodity, market, markets",5,0.4756690906951099,0.5243309093048901,0.9513381813902198,6.90267636278044
"Buying and selling, say they, is done two manner of ways, First that the thing be so bought, that all power of pretence be avoided, which is giving a thing at a certain price for the thing: and secondly, that the thing sold be as a gift for that price, which in substance may be said to be a plain, absolute, and lawful bargain, sold (as we say) in open market or shop, Selling in open market or shop. in so much that there be not a curtain to hide the commodity so bought and sold: howbeit in all fairs and markets in the parts beyond the seas, a Tradesman's shop, and a Merchant's warehouse is taken to be public and open at the appointed times.","selling, sold","commodity, market, markets",5,0.4756690906951099,0.5243309093048901,0.9513381813902198,6.90267636278044
"Touching the price of our commodities, which certainly may be known as of tin, lead, and certain known sorts of clothes: we shall find, that when an ounce of silver was valued at 40 pence, tin was worth (as we have said) about 40 shillings the hundredth, which now maketh 3 pound, and the price thereof in regard of velvet, silks and other commodities, ought now to be 5 pound a hundredth all circumstances considered.","pence, pound, shillings","commodities, worth",5,0.5269932832568596,0.4730067167431405,0.9460134334862809,6.892026866972562
"Touching the price of our commodities, which certainly may be known as of tin, lead, and certain known sorts of clothes: we shall find, that when an ounce of silver was valued at 40 pence, tin was worth (as we have said) about 40 shillings the hundredth, which now maketh 3 pound, and the price thereof in regard of velvet, silks and other commodities, ought now to be 5 pound a hundredth all circumstances considered.","pence, pound, shillings","commodities, worth",5,0.5269932832568596,0.4730067167431405,0.9460134334862809,6.892026866972562
"The highest ordinary rate of profit may be such as, in the price of the
      greater part of commodities, eats up the whole of what should go to the
      rent of the land, and leaves only what is sufficient to pay the labor of
      preparing and bringing them to market, according to the lowest rate at
      which labor can anywhere be paid, the bare subsistence of the laborer.","paid, pay","commodities, labor, market",5,0.4717471143907296,0.5282528856092704,0.9434942287814592,6.886988457562918
"Hence ariseth the facility of the remedy by the reformation of the Exchange, in causing our moneys to be truly answered by Exchange, according to the very value, or above the same, which cutteth off the said gain had by the exportation of moneys, and causeth also (in effect) that the foreign coins beyond the seas are not taken in payment above their values, although they be received at a higher rate, because the commodities of the realm are sold according to the price of Exchange, which countervaileth the same according to their enhancing of coins, or embasing of the same by allay or copper.","payment, sold","commodities, value, values",5,0.530305786460589,0.469694213539411,0.939388427078822,6.878776854157644
"This commission being repeated more than
      six times in the year, whatever money A might raise by this expedient
      might necessarily have cost him something more than eight per cent. in the
      year and sometimes a great deal more, when either the price of the
      commission happened to rise, or when he was obliged to pay compound
      interest upon the interest and commission of former bills.","cost, pay","money, raise, rise",5,0.5326697123085065,0.46733028769149354,0.9346605753829871,6.869321150765974
"A Merchant, having many of these Bills, which he hath received for his Clothes sold unto Drapers (or other Merchants dwelling in several towns and places) will resort unto a Shopkeeper, or another Merchant, commonly accompanied with a Mediator or Broker, to buy a good round quantity of Silk wares, The setting over of Bills of Debt. or any other commodity (which is ordinarily sold payable at some days of payment either 4, 6, or more months) and having agreed upon the price of the said commodity, or before; he maketh the seller acquainted what payment or satisfaction he will give him, in Bills of such and such persons, amounting to such a sum, either little more or less than the commodity doth amount unto; or to take in commodity so much as the said Bills do contain, or do amount unto; and if there be any remainder due for the commodity, more than the Bills do amount, the same to be paid in ready money, or upon his own Bill, payable at such a time as they agree between them, which often cometh to be a great sum.","paid, payment, sold","commodity, money",5,0.5332166708255603,0.46678332917443965,0.9335666583488793,6.867133316697759
"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",cost,"commodities, money, rise, value",5,0.5342842506602485,0.4657157493397514,0.9314314986795029,6.862862997359006
"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",cost,"commodities, money, rise, value",5,0.5342842506602485,0.4657157493397514,0.9314314986795029,6.862862997359006
"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",cost,"commodities, money, rise, value",5,0.5342842506602485,0.4657157493397514,0.9314314986795029,6.862862997359006
"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",cost,"commodities, money, rise, value",5,0.5342842506602485,0.4657157493397514,0.9314314986795029,6.862862997359006
"And so it is in matters of Exchanges, whereby commodities are dearer or better cheap, according to the Positive Exchange, Positive Exchange. wherein the prices of commodities do perpetually follow the rates of Exchange: but the Exchange having also another course of rising and falling in price, according to plenty or scarcity of moneys, and the few or many Takers or deliverers of money, Currant Exchange. which may be termed The currant Exchange: hath not the like operation, to make daily (as it were) the prices of commodities to rise and fall according to the said Exchange, for as the few or many takers or deliverers of money doth proportionate this price of Exchange in all Countries, according to the true value or above the same, grounded upon the said Positive Exchange, so doth plenty or scarcity of money do the like, and the commodities so bought by moneys taken up by Exchange, are calculated by Merchants of experience in price to cost accordingly.",cost,"commodities, money, rise, value",5,0.5342842506602485,0.4657157493397514,0.9314314986795029,6.862862997359006
"Here I call to mind my former observation of that royal commodity Tin, which above one hundreth years since, Preemption of Tin. was sold for forty shillings the hundreth, when the best Velvet was sold for ten shillings the yard: how Merchants trading Turkey found fault with his Majesty's preemption of the said Tin, and caused the same to be abolished, to keep the price thereof at fifty five shillings the hundreth, and (bringing in Corints, Levant Wines, Spices, and Indigo, at dear rates, as they sold them) used all means to suppress the rising thereof: which being considered of by foreign Nations, caused them to use means to incorporate or engross the same, whereby that commodity came to be of more estimation and request; where ●pon the said Preemption was reestablished, which hath increased the stock of the Kingdom since that time above six hundreth thousand pounds, being risen to double the price, and yet but proportionable to the price of Velvets and other commodities.","pounds, shillings, sold","commodities, commodity",5,0.5356351509818156,0.4643648490181844,0.9287296980363688,6.857459396072738
"Here I call to mind my former observation of that royal commodity Tin, which above one hundreth years since, Preemption of Tin. was sold for forty shillings the hundreth, when the best Velvet was sold for ten shillings the yard: how Merchants trading Turkey found fault with his Majesty's preemption of the said Tin, and caused the same to be abolished, to keep the price thereof at fifty five shillings the hundreth, and (bringing in Corints, Levant Wines, Spices, and Indigo, at dear rates, as they sold them) used all means to suppress the rising thereof: which being considered of by foreign Nations, caused them to use means to incorporate or engross the same, whereby that commodity came to be of more estimation and request; where ●pon the said Preemption was reestablished, which hath increased the stock of the Kingdom since that time above six hundreth thousand pounds, being risen to double the price, and yet but proportionable to the price of Velvets and other commodities.","pounds, shillings, sold","commodities, commodity",5,0.5356351509818156,0.4643648490181844,0.9287296980363688,6.857459396072738
"Here I call to mind my former observation of that royal commodity Tin, which above one hundreth years since, Preemption of Tin. was sold for forty shillings the hundreth, when the best Velvet was sold for ten shillings the yard: how Merchants trading Turkey found fault with his Majesty's preemption of the said Tin, and caused the same to be abolished, to keep the price thereof at fifty five shillings the hundreth, and (bringing in Corints, Levant Wines, Spices, and Indigo, at dear rates, as they sold them) used all means to suppress the rising thereof: which being considered of by foreign Nations, caused them to use means to incorporate or engross the same, whereby that commodity came to be of more estimation and request; where ●pon the said Preemption was reestablished, which hath increased the stock of the Kingdom since that time above six hundreth thousand pounds, being risen to double the price, and yet but proportionable to the price of Velvets and other commodities.","pounds, shillings, sold","commodities, commodity",5,0.5356351509818156,0.4643648490181844,0.9287296980363688,6.857459396072738
"For example let five of these Reals of 8. be bought here for An imaginary gain made Real of our own means. 22. shillings Starlin, and be transported into Holland, and there buy commodities with the same, according as the price of them, is enhanced there; no man maketh any doubt, but that the said Commodities are also raised in price, according to the money enhanced.",shillings,"commodities, money, raised, real",5,0.4618298052344155,0.5381701947655845,0.923659610468831,6.847319220937662
"For example let five of these Reals of 8. be bought here for An imaginary gain made Real of our own means. 22. shillings Starlin, and be transported into Holland, and there buy commodities with the same, according as the price of them, is enhanced there; no man maketh any doubt, but that the said Commodities are also raised in price, according to the money enhanced.",shillings,"commodities, money, raised, real",5,0.4618298052344155,0.5381701947655845,0.923659610468831,6.847319220937662
"This Exchange is properly made by Bills, The manner of the Royal Exchange. when money is delivered simply here in England, and Bills received for the same, to have the payment thereof in some other country beyond the Seas, or when the like is done beyond the Seas, and the money is received here in England, and that upon a certain price agreed upon between party and party, which is termed the price of Exchange, whereof Merchants have the only and whole disposing, and buy and sell their commodities beyond the Seas accordingly: without that few or none of them do look into the nature of Exchange, as aforesaid, but only to the present object, which is, to know how the price of Exchange goeth at the time when they have occasion to deal therewith: howbeit such Merchants as never or seldom deal for commodities, but altogether for money by Exchange have another observation therein; and Merchants that will be Exchangers indeed, must know perfectly the weight and fineness of our English coin, and of the foreign coin also, and compare the same together to make the said calculation of Exchanges; wherein they are not to be directed by the valuation which is uncertain and inconstant, Valuation of money beyond the Seas inconstant. much less by the toleration of moneys beyond the Seas to go currant above the said valuation; so that by authority they ought to be governed and directed herein, declaring the true value for value, or Par pro Pari, as the very foundation of all Exchanges: because this is not a fit study for every Merchant's capacity, and may be done nevertheless with great facility, and without interruption of traffic, as shall be declared.","payment, sell","commodities, money, value",5,0.5435010859824125,0.4564989140175874,0.9129978280351749,6.82599565607035
"This Exchange is properly made by Bills, The manner of the Royal Exchange. when money is delivered simply here in England, and Bills received for the same, to have the payment thereof in some other country beyond the Seas, or when the like is done beyond the Seas, and the money is received here in England, and that upon a certain price agreed upon between party and party, which is termed the price of Exchange, whereof Merchants have the only and whole disposing, and buy and sell their commodities beyond the Seas accordingly: without that few or none of them do look into the nature of Exchange, as aforesaid, but only to the present object, which is, to know how the price of Exchange goeth at the time when they have occasion to deal therewith: howbeit such Merchants as never or seldom deal for commodities, but altogether for money by Exchange have another observation therein; and Merchants that will be Exchangers indeed, must know perfectly the weight and fineness of our English coin, and of the foreign coin also, and compare the same together to make the said calculation of Exchanges; wherein they are not to be directed by the valuation which is uncertain and inconstant, Valuation of money beyond the Seas inconstant. much less by the toleration of moneys beyond the Seas to go currant above the said valuation; so that by authority they ought to be governed and directed herein, declaring the true value for value, or Par pro Pari, as the very foundation of all Exchanges: because this is not a fit study for every Merchant's capacity, and may be done nevertheless with great facility, and without interruption of traffic, as shall be declared.","payment, sell","commodities, money, value",5,0.5435010859824125,0.4564989140175874,0.9129978280351749,6.82599565607035
"This Exchange is properly made by Bills, The manner of the Royal Exchange. when money is delivered simply here in England, and Bills received for the same, to have the payment thereof in some other country beyond the Seas, or when the like is done beyond the Seas, and the money is received here in England, and that upon a certain price agreed upon between party and party, which is termed the price of Exchange, whereof Merchants have the only and whole disposing, and buy and sell their commodities beyond the Seas accordingly: without that few or none of them do look into the nature of Exchange, as aforesaid, but only to the present object, which is, to know how the price of Exchange goeth at the time when they have occasion to deal therewith: howbeit such Merchants as never or seldom deal for commodities, but altogether for money by Exchange have another observation therein; and Merchants that will be Exchangers indeed, must know perfectly the weight and fineness of our English coin, and of the foreign coin also, and compare the same together to make the said calculation of Exchanges; wherein they are not to be directed by the valuation which is uncertain and inconstant, Valuation of money beyond the Seas inconstant. much less by the toleration of moneys beyond the Seas to go currant above the said valuation; so that by authority they ought to be governed and directed herein, declaring the true value for value, or Par pro Pari, as the very foundation of all Exchanges: because this is not a fit study for every Merchant's capacity, and may be done nevertheless with great facility, and without interruption of traffic, as shall be declared.","payment, sell","commodities, money, value",5,0.5435010859824125,0.4564989140175874,0.9129978280351749,6.82599565607035
"Albeit that we do not find so great an inconvenience in the wearing of the foreign commodities, as we do in the price of them, being within this fifty years risen far otherwise then our home commodities are, the money still being with us the self same: & herein consisteth the overbalancing aforesaid: for if the foreign commodities, which are consumed and brought as it were unto dung, shall amount in value or cost more, than the commodities or fruit of the land, certes that land is unprofitable in every man's judgement, much more if we do consider that the people of other countries do very much enrich themselves by their industry and handiwork upon the stuff of other countries.",cost,"commodities, home, money, value",5,0.45567306396440876,0.5443269360355912,0.9113461279288175,6.8226922558576355
"In Turkey, where great store of foreign coin is currant at a high rate, commodities are sold accordingly, in so much that their base money of Asper's and Shahes' cannot go currant in any quantity, but that the commodities will rise to double the price in value, in regard of their price, being sold by the ducat of 40.",sold,"commodities, money, rise, value",5,0.4521071122635847,0.5478928877364153,0.9042142245271694,6.808428449054339
"In Turkey, where great store of foreign coin is currant at a high rate, commodities are sold accordingly, in so much that their base money of Asper's and Shahes' cannot go currant in any quantity, but that the commodities will rise to double the price in value, in regard of their price, being sold by the ducat of 40.",sold,"commodities, money, rise, value",5,0.4521071122635847,0.5478928877364153,0.9042142245271694,6.808428449054339
"Its price would sink gradually lower and lower, till it
      fell to its natural price; or to what was just sufficient to pay,
      according to their natural rates, the wages of the labor, the profits of
      the stock, and the rent of the land, which must be paid in order to bring
      it from the mine to the market.","paid, pay","labor, market, natural",5,0.4502097459178038,0.5497902540821962,0.9004194918356077,6.800838983671215
"Its price would sink gradually lower and lower, till it
      fell to its natural price; or to what was just sufficient to pay,
      according to their natural rates, the wages of the labor, the profits of
      the stock, and the rent of the land, which must be paid in order to bring
      it from the mine to the market.","paid, pay","labor, market, natural",5,0.4502097459178038,0.5497902540821962,0.9004194918356077,6.800838983671215
"All testaments must be written upon stamped paper, of which
      the price is proportioned to the property disposed of; so that there are
      stamps which cost from three pence or three stivers a-sheet, to three
      hundred florins, equal to about twenty-seven pounds ten shillings of our
      money.","cost, pence, pounds, shillings",money,5,0.5522929608157282,0.4477070391842718,0.8954140783685436,6.790828156737087
"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.","pence, pound, shilling, shillings",value,5,0.5580084722968977,0.44199152770310235,0.8839830554062047,6.767966110812409
"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.","pence, pound, shilling, shillings",value,5,0.5580084722968977,0.44199152770310235,0.8839830554062047,6.767966110812409
"And finding that the golden fleece, aliâs Toison d'or, was the money than most currant with her: and that the same was worth both in regard of weight & fineness, as much as the angel, & was also valued at 9 shillings 7 pence: she could not grant the king's requests without altering also her money, unless she would have suffered the English merchants to bring angels unto her for 10 shillings, and to carry away the golden fleeces for 9 shillings 7 pence to be converted into angels, to the great loss of her dominions, both in the money, and to leave the Commodities of her country unuented: so long as there were a gain upon the money, which abated the price of commodities.","pence, shillings","commodities, money, worth",5,0.5583157911604724,0.44168420883952764,0.8833684176790553,6.7667368353581105
"In 1487, being the 4th of Henry VII., it was enacted, that “whosoever
      shall sell by retail a broad yard of the finest scarlet grained, or of
      other grained cloth of the finest making, above sixteen shillings, shall
      forfeit forty shillings for every yard so sold.” Sixteen shillings,
      therefore, containing about the same quantity of silver as four-and-twenty
      shillings of our present money, was, at that time, reckoned not an
      unreasonable price for a yard of the finest cloth; and as this is a
      sumptuary law, such cloth, it is probable, had usually been sold somewhat
      dearer.","reckoned, sell, shillings, sold",money,5,0.5595326780774221,0.4404673219225779,0.8809346438451557,6.7618692876903115
"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.","pay, pence, pound","commodities, value",5,0.5599432155968046,0.4400567844031954,0.8801135688063908,6.760227137612782
"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.","pay, pence, pound","commodities, value",5,0.5599432155968046,0.4400567844031954,0.8801135688063908,6.760227137612782
"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.","pay, pence, pound","commodities, value",5,0.5599432155968046,0.4400567844031954,0.8801135688063908,6.760227137612782
"Most of the East-India Commodities are of so small bulk, that if the Trade of the East-Indies were not in English hands, the Commodities, notwithstanding any Laws to the contrary, would come in from Holland (as the French Silks now do) with this difference only; then we should pay as much for Pepper, which we now sell for 8 d. the pound, as we do for Nutmegs, Cloves, Mace, Cinnamon which is from 6 s. to 15 s. per pound; though some of them are cheaper at the places of their Growth than Pepper is at Bantam; but enhanced to that price by the Dutch, having the sole Trade for them.","east, pay, pound, sell",commodities,5,0.5722710627889998,0.42772893721100025,0.8554578744220005,6.710915748844001
"The monopolists, by
      keeping the market constantly understocked by never fully supplying the
      effectual demand, sell their commodities much above the natural price, and
      raise their emoluments, whether they consist in wages or profit, greatly
      above their natural rate.",sell,"commodities, market, natural, raise",5,0.4274765895901351,0.5725234104098649,0.8549531791802703,6.7099063583605405
