doc_id,sentence_id,matched_form,context,start_char,end_char,cluster,pca1,pca2,dist_to_cluster_0,dist_to_cluster_1
A06785.txt,99,price,"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.",189,194,0,-0.2021924,0.17475872,9.396598,9.454437
A06785.txt,99,price,"It is about 80. years since that there was an equal Exchange between England and the Netherlands, Equal Exchange. which in true value may be called Positive, and according to alteration in price Currant, at which time, twenty shillings of their coin, and twenty shillings Starlin, were alike in denomination, that is to say, were named all one in price, & of intrinsique or inward value, for their Imperial Royal of gold was valued and went currant for Ten shillings Flemish, and our Angel was valued at Ten shillings Starlin, being all of a goodness of Gold in value, which we call Waight and finesse by the terms of the Mint, so the French Crown which was valued here at Six shillings Starlin, English & foreign coin all one in Exchange. and beyond the Seas at six shillings Flemish, was correspondent: the Philip Doller of silver was valued at five shillings Flemish, and so was the Edward Crown of silucr five shillings Starlin: our ten Groats being three shillings and four pence, was correspondent to the Emperor's Florin of twenty Stivers: and the Flemish shillings of six Stivers or twelve pence Flemish, was all one with our shilling or twelve pence Starlin: for an ounce of Starlin silver was valued as five shillings, for there was five pieces or shillings made out of an ounce: and although the Standards of moneys did differ in the finesse or goodness of the silver and gold, yet the quantity in weight did answer and made good the same: as for example, the Starlin Standard being 11. ounces 2. d. weight in fine silver, in the 12 ounces Troy to the pound weight made into 60 s. caused the ounce to be five shillings; and the Philip.",347,352,0,-2.8540328,-0.89066184,8.339369,9.243891
A06785.txt,102,price,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",25,30,1,0.21672818,-1.4062775,7.8567104,7.541622
A06785.txt,102,prices,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",80,86,1,0.19052994,-2.6308546,8.964122,8.518396
A06785.txt,102,prices,"And so the names for the price and value of the coin, were named alike; and the prices of commodities (both here and beyond the seas) were likewise named accordingly; whereby all fallacies concerning the value of moneys and the prices of commodities were excluded; and then Merchants (to accommodate one another by exchange) would give or deduct either 3 d. 4 d. or 6 d. or thereabouts upon the pound of our 20 s. or a penny or two pence upon the Noble (wherupon exchanges were then commonly made) to pay or receive their moneys by exchange here or beyond the seas, according as they could agree: in so much, that 20 s.",228,234,1,0.50050604,-2.8571296,8.765894,8.176442
A06785.txt,106,price,"From this equality or parity of exchange, we are fallen to very great inequality, by the enhancing of moneys beyond the Seas, whereby the price was there altered in name or denomination, our moneys remaining here at a stand; and the standards of moneys both here and beyond the Seas also remaining unaltered, and so continued beyond the Seas until this day, albeit they have caused diverse new coins of other standards to be made since that time, which is to be observed hereafter, the rather for that it is a maxim, That the silver coins do rule the markets in all places, because of the abundance thereof, Silver coin do rule the Markets and Exchange. being 500 to one of gold, which causeth the exchanges to be made according to the silver coins, which overruleth the coins of gold.",138,143,0,-1.5764256,-1.9290801,6.4140983,6.793641
A06785.txt,107,price,"The first inequality crept in by the enhancing of moneys, was upon the Philip Doller, which was come from 30 Stivers or 5 s, as aforesaid, to 33 and 35 Stivers; whereby the price of exchange began to alter in the years of our Lord 1563 and 1564, which then was looked into by the Merchant's Adventurers, according to the complaints of Mr.",173,178,1,-0.1686049,-0.88791156,6.021277,5.911646
A06785.txt,113,prices,"First, by the Assays of moneys made in former times, and the calculations of exchanges made thereupon, upon, according to the prices or valuations of the moneys enhanced beyond the Seas, and not enhanced with us in England.",126,132,0,-2.0758862,-2.724029,8.527994,8.9340105
A06785.txt,116,price,"Concerning the first, it appeareth of record, that in the said year 1575. there was (by order of the Right Honourable the Lords & others of her Majesties then Privy Council of the late Queen Elizabeth of blessed memory) diverse Assays made of the moneys of sundry Countries, and the price of Exchange, that is to say of the Positive Exchange, was set down accordingly, whereof I have made this Abstract, for so much as maketh for the purpose.",283,288,0,-1.564621,-2.288212,6.0272183,6.355712
A06785.txt,119,price,"Flemish, made the price of the said Exchange 24. s. as aforesaid, accounting 4 Dollars for the l.",18,23,0,-0.3336441,0.25227892,6.9879684,7.158351
A06785.txt,121,price,"The Rickx Doller being enhanced to 33. shillings lubish, made the price of the said Exchange at one shilling more, upon the 4. prices and a half to be at 24. s. 9 d. which contained for a long time at Hamborough and other places in Germany, Exchange at 24. s. 9d. in Germany. and all their own coins were correspondent thereunto in the inward value: but in the Low Countries the valuation did alter, and moneys were enhanced by intermissive times, by the wars and division of the 17.",66,71,0,-0.9042494,0.19976783,6.773269,7.079503
A06785.txt,121,prices,"The Rickx Doller being enhanced to 33. shillings lubish, made the price of the said Exchange at one shilling more, upon the 4. prices and a half to be at 24. s. 9 d. which contained for a long time at Hamborough and other places in Germany, Exchange at 24. s. 9d. in Germany. and all their own coins were correspondent thereunto in the inward value: but in the Low Countries the valuation did alter, and moneys were enhanced by intermissive times, by the wars and division of the 17.",127,133,0,-4.253829,-1.579329,9.426304,10.557335
A06785.txt,129,price,"Flemish, it was agreed by the Commissioners, Exchange for the Low Countries at 83 s. 4 d. that the Positive Exchange should be 33. s. 4. d. for our 20. s: and all other moneys had correspondence with the said price or thereabouts: and the Spanish Royal of 8. was valued at 42.",209,214,0,-2.2661164,0.61188686,5.9210443,7.05989
A06785.txt,132,price,"If you will be sure whether the said Assays and Valuations are truly calculated in exchange, Calculations upon Assays and Moneys. the Account by the Golden Rule is easy for any man of mean judgement to be cast up, that is to say, if the Philip Doller of 36, Stivers made the price of exchange to be 24. s. what must the price now be, when the said Doller is valued at 50.",275,280,0,-0.44530097,0.39581716,7.432579,7.65026
A06785.txt,132,price,"If you will be sure whether the said Assays and Valuations are truly calculated in exchange, Calculations upon Assays and Moneys. the Account by the Golden Rule is easy for any man of mean judgement to be cast up, that is to say, if the Philip Doller of 36, Stivers made the price of exchange to be 24. s. what must the price now be, when the said Doller is valued at 50.",320,325,0,0.12181953,2.661448,7.434328,7.7429767
A06785.txt,135,price,"Stivers give in exchange, facit 33. s. 9 d: so that you see the Assays and Valuations doth agree in the price of exchange, and rather somewhat to our disadvantage.",104,109,0,-0.73109275,-1.584189,7.0481153,7.168237
A06785.txt,136,price,"In the year 1600. (by a Commission granted to Sir Richard Martin Knight, and Master of the Mint, Sir Richard Saltonstall, Sir Henery beling slay knights, Thomas afterwards Lord Knynet, Mr. john Williams, myself and diverse others) there was an examination taken concerning the goodness and valuation of moneys in exchange, and there ensued but an alteration in the valuation of gold concerning the proportion, with some small reformation concerning the Standards: but in Exchanges nothing was effected, for some reasons here not declared: come we now to this present time, and see how much the said moneys have been enhanced, Calculations up on the last valuation. not by the toleration of Merchants to receive them above their price, but according to the Placcart or Edict of Proclamation of the said Estates made the 21 of july 1622.",728,733,0,-2.4893854,-0.4905049,6.5685244,7.5537324
A06785.txt,149,price,"Starlin, to show how Merchants may be correspondence accommodate each other, to the Kingdom's great loss, by the means of a low Exchange, which must in the comparison needs be under the price supposed in Exchange, and not at 33. s. 4. d, which is called low in regard of the present, and hereupon he doth miscast 100 l. in 1000 l. between the Londoners and the Amsterdamers, with other cavillations in the answering thereof: I though good to observe the same between the price of equal exchange, altered by the enhancing of moneys beyond the Seas at the beginning, when 20. s.",186,191,0,-1.821715,0.5089672,5.1951323,6.1952367
A06785.txt,149,price,"Starlin, to show how Merchants may be correspondence accommodate each other, to the Kingdom's great loss, by the means of a low Exchange, which must in the comparison needs be under the price supposed in Exchange, and not at 33. s. 4. d, which is called low in regard of the present, and hereupon he doth miscast 100 l. in 1000 l. between the Londoners and the Amsterdamers, with other cavillations in the answering thereof: I though good to observe the same between the price of equal exchange, altered by the enhancing of moneys beyond the Seas at the beginning, when 20. s.",471,476,0,-1.3286226,-2.068965,5.985422,6.199089
A06785.txt,151,price,"Flemish was correspondent in account between the said Londonner and Amsterdammer, after the said rate of 24 s. by exchange, so long as the value was made good by exchange: but if the Exchange had not risen in price according to the moneys enhanced, and had remained at 20 s. for 20 s. and they had still so kept their account between them; All men of judgement can very well see that the 500 l.",209,214,0,-2.3626757,-0.3074269,6.1317196,7.226097
A06785.txt,157,price,"Stivers, the price of exchange is risen to 35 s, which some understand to be value for value, or Par pro Pari: and others will say, who knoweth whether the said Assays were truly made and reported accordingly, and so speak against our benefit.",13,18,1,0.68777275,-0.36538538,6.5603075,6.1599483
A06785.txt,175,price,"Thus it appeareth unto men even of the meanest understanding, that our moneys are undervalved in exchange for the Low Countries, and for Hamborough & other places much more, where the Rickx Doller is risen to 52, and 54 shillings lubish, which by the precedent rules, maketh the price of this Positive Exchange to be above 40 s. of theirs for our 20 s, which to avoid prolixity, I leave to every man's judgement to calculate.",279,284,0,-1.2932786,0.21254814,5.2786336,5.963149
A06785.txt,180,price,"Thus may we observe the Disgression and inequality between the said moneys, which can never (conveniently) be reducted to their first price and equality: I might likewise make instance of the coins of gold which are more enhanced, for the Sovereign of 20 s. is now currant at 37 s. 8 d.",134,139,0,-2.226968,-0.876794,6.03773,6.9791803
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",66,71,1,1.2883217,0.5102085,8.587797,8.227456
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",260,265,1,2.6291978,-0.97624195,8.476253,7.1957984
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",385,390,0,-0.041879617,-0.22339068,8.850193,8.879236
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",468,473,1,2.0807443,-1.2490869,7.6299076,6.4255896
A06785.txt,184,price,"He accuseth me of gross errors, for that the exchange is risen in price according to the valuation of moneys, which even now we have proved to be false: and if exchange should rise and fall accordingly, that is to say, if moneys rise beyond the Seas, that the price of exchange should rise accordingly: and if moneys do rise here, that then on the contrary the exchange should fall in price here, what remedy can there be then in the enhancing of the moneys, when the price of exchange will still over rule the same, misselden's Errors. as it were an enhancing upon an enhancing between us and other Countries upon the price of exchange, which (as hath been showed) is the Public Measure?",619,624,1,3.1085,-0.3023871,8.988496,7.728334
A06785.txt,187,price,"Starlin for every pound, whereby the said enhancing of the Doller there, and the price of Exchange do just concur, and there can be neither gain nor loss.",81,86,0,-1.1496885,-2.4627388,6.548047,6.6703043
A06785.txt,195,prices,"And if the said Gentleman had bestowed the last year the said 100 l. in royals of 8, at 22 s. for the 5 prices, and paid them out there at 51 Stivers, and so returned his money by exchange at a low rate, or 33 s. 4 d, or under, he might have gotten 25 Per Cento, where the said royals (when he bought them) did cost him but ten upon the hundreth: and thus you may see what deep speculations this man hath (whilst he is enclosed within his Circle) to find out these Mysteries, & yet no Mysteries: like unto the Man, An Eunuch. that was no Man: which threw a Stone, A Pumex. that was no Stone: at a Bird, that was no Bird: sitting upon a Tree, A Bat.",104,110,0,-5.069169,-1.3645715,9.565868,10.950009
A06785.txt,200,price,"Starlin; this is very prettily contrived by the dexterity of his ingenious spirit, or rather by his supports, who would help a lame Dog over the stile, as the prover be is by abating the price of the Royal, and advancing the price of exchange, taking care only for the present rate & time of exchange, wherewith he chargeth me with a place of Scripture, with such a Magnanimity, P. 113. as if he were riding in his Triumphant Chariot, drawn by ignorance and impudence, as a couple of Coach Horses: imitating Caligula, who following the example of julius Caesar in conquering Britain, Suetornius & Di●n. and conducting his Army to the Sea side, commanded his Soldiers to gather shells, which he called the spoils of the Ocean, and binding a few Germans that never fought against him, led them in triumph to Rome: Even such is the behaviour of Misselden, who having gathered the shells of knowledge, could never attain to the solid flesh of truth and prudence, for an answer therefore to this untrue Assertion, I utterly deny, that 4 royals ●/8 parts, do answer our 20 s.",187,192,0,-2.2163558,-2.7051861,6.6946726,7.2244487
A06785.txt,200,price,"Starlin; this is very prettily contrived by the dexterity of his ingenious spirit, or rather by his supports, who would help a lame Dog over the stile, as the prover be is by abating the price of the Royal, and advancing the price of exchange, taking care only for the present rate & time of exchange, wherewith he chargeth me with a place of Scripture, with such a Magnanimity, P. 113. as if he were riding in his Triumphant Chariot, drawn by ignorance and impudence, as a couple of Coach Horses: imitating Caligula, who following the example of julius Caesar in conquering Britain, Suetornius & Di●n. and conducting his Army to the Sea side, commanded his Soldiers to gather shells, which he called the spoils of the Ocean, and binding a few Germans that never fought against him, led them in triumph to Rome: Even such is the behaviour of Misselden, who having gathered the shells of knowledge, could never attain to the solid flesh of truth and prudence, for an answer therefore to this untrue Assertion, I utterly deny, that 4 royals ●/8 parts, do answer our 20 s.",225,230,0,-1.8927587,-2.2501297,7.2287126,7.6427994
A06785.txt,201,price,"Starlin, and by the aforesaid Rule of Arithmitike, if 22 s. will buy 5 pieces or royals of 8, than 20 s. requireth 4 6/11 pieces, and although the said Royal be decried, yet is the same currant above the price of the Proclamation in most places: moreover by the said rule, if one shilling was worth ten Stivers and more, when the Rickx Doller was valued at 45 Stivers, which is now enhanced, and currant above 50, which is 1/9 part increased: than it followeth that the said our shilling ought to be valued above 11 Stivers and 1/9 part, especially now the same must be delivered by weight, which is the cause that above six in the hundreth profit will be given in the Mints there, according to the policy in Mint affairs, when there is an intention to melt down foreign coin, as we have amply declared in the second Part of Lex Mercatoria: now concerning the exchange for Hamborough, The vnderualuation of our moneys by Exchange at Hamborough. where after the rate of 4 Rickx Dollars and one half, we are to look for 450 Dollars for one hundreth pound Starlin.",204,209,0,-1.6779529,-0.87150085,6.593162,7.0755186
A06785.txt,205,price,"I his undervaluation of our moneys in exchange by the enhancing of foreign coin is so plain, and Luce Meridiana Clarius in every man's understanding, that there needeth not any further explanation, yet Misselden will not acknowledge, that the 15 Per Cento, P. 25. more gotten by the royals of 8 beyond the seas then in England, cometh to pass by reason of the low exchange and undervaluation of our moneys, in giving there little by exchange to receive much for it here: in the same manner as the precedent example of Hamborough doth demonstrate, for he denieth that the price of commodities doth rise with the enhancing of the moneys, which he mistermed Value of Moneys: and this is mere contrary to his former Assertion, Pag. 17. where he saith: That if the Merchants do nor raise the price of their Commodities in due proportion to the moneys enhanced in Exchange, they shall come home by weeping cross: the best is, he can swallow up many of these Guggions, and put down things never by me affirmed.",571,576,1,2.286541,-2.3925943,7.568693,6.0285206
A06785.txt,205,price,"I his undervaluation of our moneys in exchange by the enhancing of foreign coin is so plain, and Luce Meridiana Clarius in every man's understanding, that there needeth not any further explanation, yet Misselden will not acknowledge, that the 15 Per Cento, P. 25. more gotten by the royals of 8 beyond the seas then in England, cometh to pass by reason of the low exchange and undervaluation of our moneys, in giving there little by exchange to receive much for it here: in the same manner as the precedent example of Hamborough doth demonstrate, for he denieth that the price of commodities doth rise with the enhancing of the moneys, which he mistermed Value of Moneys: and this is mere contrary to his former Assertion, Pag. 17. where he saith: That if the Merchants do nor raise the price of their Commodities in due proportion to the moneys enhanced in Exchange, they shall come home by weeping cross: the best is, he can swallow up many of these Guggions, and put down things never by me affirmed.",787,792,1,0.4548688,-2.7754588,6.447964,5.5360947
A06785.txt,209,price,"There was of late years a Merchant of great experience, A Worthy consideration in Exchange. who (by ruminating of his brain) was of opinion, that although sometimes the price of exchange went low for some weeks, it went high again at other weeks, and so accounting one week with an other, this undervaluation might be recompensed and found to be correspondent: this consideration was very material, and moneys were not then at all enhanced at Hamborough, neither so much risen in the Low Countries, whereupon it was thought convenient to cast up the weekly price of exchanges one with another, according to the Broker's Bills of the prices of exchanges which they deliver weekly, and (that for certain years) after 52 weeks for the year, casting the Medium thereof, by certain tables made thereof: and although the difference was not so much as it hath been, and continued these 12 years since by one third part; yet the loss sustained thereby, came yearly to 35 and 37 Per Cento, by the year, the operation whereof was to be felt in time, as now we do in the want of moneys, for in the great bodies of Commonweals, things are not sensible but in progress of time: which causeth me to compare the working thereof to the Planet Saturn, making his Spherical course in Thirty years.",169,174,1,0.9515143,-1.2857656,6.640353,5.7755017
A06785.txt,209,price,"There was of late years a Merchant of great experience, A Worthy consideration in Exchange. who (by ruminating of his brain) was of opinion, that although sometimes the price of exchange went low for some weeks, it went high again at other weeks, and so accounting one week with an other, this undervaluation might be recompensed and found to be correspondent: this consideration was very material, and moneys were not then at all enhanced at Hamborough, neither so much risen in the Low Countries, whereupon it was thought convenient to cast up the weekly price of exchanges one with another, according to the Broker's Bills of the prices of exchanges which they deliver weekly, and (that for certain years) after 52 weeks for the year, casting the Medium thereof, by certain tables made thereof: and although the difference was not so much as it hath been, and continued these 12 years since by one third part; yet the loss sustained thereby, came yearly to 35 and 37 Per Cento, by the year, the operation whereof was to be felt in time, as now we do in the want of moneys, for in the great bodies of Commonweals, things are not sensible but in progress of time: which causeth me to compare the working thereof to the Planet Saturn, making his Spherical course in Thirty years.",557,562,1,0.11709784,-1.7033826,6.928038,6.4630737
A06785.txt,209,prices,"There was of late years a Merchant of great experience, A Worthy consideration in Exchange. who (by ruminating of his brain) was of opinion, that although sometimes the price of exchange went low for some weeks, it went high again at other weeks, and so accounting one week with an other, this undervaluation might be recompensed and found to be correspondent: this consideration was very material, and moneys were not then at all enhanced at Hamborough, neither so much risen in the Low Countries, whereupon it was thought convenient to cast up the weekly price of exchanges one with another, according to the Broker's Bills of the prices of exchanges which they deliver weekly, and (that for certain years) after 52 weeks for the year, casting the Medium thereof, by certain tables made thereof: and although the difference was not so much as it hath been, and continued these 12 years since by one third part; yet the loss sustained thereby, came yearly to 35 and 37 Per Cento, by the year, the operation whereof was to be felt in time, as now we do in the want of moneys, for in the great bodies of Commonweals, things are not sensible but in progress of time: which causeth me to compare the working thereof to the Planet Saturn, making his Spherical course in Thirty years.",633,639,1,-1.1554714,-2.9298203,9.238052,9.232974
